,timestep,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale,Rn,Ta
1983-08-31,120,7.926874445,7.260273973,0.444318436,2.81861888,,9572.850555,146.79166666666666,13.551866666666667
1983-09-01,121,8.981029025,7.260273973,0.730332402,2.645046828,,8090.197407,190.41666666666666,11.609154166666668
1983-09-02,122,41.8552063,7.260273973,2.888497207,1.343212193,,5638.820258,62.458333333333336,11.067633333333333
1983-09-03,123,55.65786145,7.260273973,29.47027374,1.075193793,,1089.464224,52.916666666666664,9.184120833333333
1983-09-04,124,7.17246869,7.260273973,7.536192737,1.343171765,,3209.371583,77.5,10.389670833333334
1983-09-05,125,0.0,0.0,4.028053073,2.980703179,,4323.086945,209.70833333333334,9.2406375
1983-09-06,126,0.0,0.0,2.967787709,2.669657746,7.9,4938.327084,197.20833333333334,8.401020833333334
1983-09-07,127,0.0,0.0,2.408832402,2.963977039,,5364.258771,174.54166666666666,11.13
1983-09-08,128,23.38528584,7.260273973,4.64701676,0.399186056,,3968.413735,26.25,11.033570833333334
1983-09-09,129,9.18081137,7.260273973,5.549530726,1.645892506,,3764.853449,116.83333333333333,8.832316666666667
1983-09-10,130,23.88354611,7.260273973,7.908134078,0.612138996,,3004.076402,49.291666666666664,6.367249999999999
1983-09-11,131,2.064070055,7.260273973,7.219935754,0.937216566,,3274.241476,50.25,6.592204166666666
1983-09-12,132,0.0,0.0,4.546910615,1.31397069,,4114.947218,97.625,6.0118625
1983-09-13,133,8.98759144,7.260273973,4.137863128,0.410159109,7.6,4318.115098,29.625,8.0295375
1983-09-14,134,10.12882235,7.260273973,4.133136872,1.14587385,,4321.670143,57.583333333333336,9.705829166666666
1983-09-15,135,27.34331758,7.260273973,7.801391061,0.988572942,,3232.433448,55.416666666666664,9.174483333333333
1983-09-16,136,33.19374959,7.260273973,23.87368156,0.672041166,8.5,1560.024896,33.75,8.363041666666666
1983-09-17,137,26.48007671,7.260273973,14.24677374,1.168207383,,2398.462254,75.25,8.058429166666667
1983-09-18,138,18.58029183,7.260273973,25.8498352,2.179563485,,1217.527759,127.33333333333333,8.829608333333333
1983-09-19,139,28.54902862,7.260273973,26.45210615,1.248753637,11.5,1384.28454,64.41666666666667,7.773062499999999
1983-09-20,140,11.38880321,7.260273973,11.69323743,0.967913896,8.8,2555.074483,57.166666666666664,7.222466666666667
1983-09-21,141,17.26566615,3.287671233,15.25867039,0.516802205,,2113.486783,40.875,5.982091666666666
1983-09-22,142,0.49600682,3.287671233,9.361432961,1.405355587,,2881.946444,87.33333333333333,7.884241666666667
1983-09-23,143,0.32865642,3.287671233,6.201402235,1.232090316,,3566.61907,71.66666666666667,11.990141666666666
1983-09-24,144,0.1673504,3.287671233,4.58625419,2.275174917,,4109.513171,124.25,12.872183333333334
1983-09-25,145,0.0,0.0,3.71172067,2.136503589,,4510.578684,121.5,12.8855
1983-09-26,146,0.0,0.0,3.200782123,1.37807668,,4801.306804,110.91666666666667,14.29895
1983-09-27,147,0.49600682,3.287671233,2.809709497,2.696683815,8.2,5055.593319,147.95833333333334,13.314920833333334
1983-09-28,148,0.0,0.0,2.469645251,1.945868501,,5321.851441,94.91666666666667,11.728620833333332
1983-09-29,149,0.25,0.912402392,2.225061453,0.951949721,,5540.764982,49.166666666666664,10.043375
1983-09-30,150,0.5,1.902197,2.000891061,0.34159422,,5764.752836,17.083333333333332,9.785575
1983-10-01,151,6.0,6.984854774,1.91026257,0.621835771,,5879.454046,31.166666666666668,11.142333333333333
1983-10-02,152,6.5,1.511422447,1.922178771,1.442858656,,5866.65731,80.29166666666667,11.252570833333332
1983-10-03,153,13.0,3.301855867,2.778687151,0.637749075,7.7,4993.63424,39.875,12.648416666666668
1983-10-04,154,6.0,5.410958904,2.677198324,0.689195747,,5142.216615,31.75,11.3046625
1983-10-05,155,7.75,5.410958904,2.856041899,0.839733477,,5041.36104,48.916666666666664,8.588516666666667
1983-10-06,156,5.25,5.410958904,2.726773743,0.896597756,,5126.148507,55.25,9.007779166666667
1983-10-07,157,33.5,5.410958904,8.279849162,1.54847487,,2867.771204,105.79166666666667,8.493895833333333
1983-10-08,158,65.25,5.410958904,20.75709218,0.444043233,,1329.719026,21.666666666666668,8.067016666666667
1983-10-09,159,54.5,5.410958904,32.77704469,0.214150568,,1107.789199,9.125,10.396695833333334
1983-10-10,160,23.75,5.410958904,19.06622346,1.023020008,,1628.60282,73.5,7.083795833333333
1983-10-11,161,15.5,5.410958904,8.977902235,0.697308504,8.1,2952.389567,57.666666666666664,5.1259958333333335
1983-10-12,162,12.5,25.75342466,7.070958101,0.499064577,,3335.493738,18.583333333333332,8.678175
1983-10-13,163,15.75,25.75342466,5.221407821,0.457869342,,3900.677632,35.958333333333336,6.380554166666666
1983-10-14,164,5.25,25.75342466,4.634572626,0.67231168,,4059.430537,72.25,4.903670833333334
1983-10-15,165,39.5,25.75342466,12.25923184,0.335868579,,2343.120942,12.833333333333334,6.105529166666667
1983-10-16,166,13.5,25.75342466,9.580826816,0.99907992,,2768.1959,46.125,5.3544625
1983-10-17,167,37.5,25.75342466,9.305522346,0.670955851,,2880.562466,42.208333333333336,5.9257583333333335
1983-10-18,168,10.5,25.75342466,9.527078212,0.293938151,10.1,2637.960516,12.208333333333334,9.021212499999999
1983-10-19,169,0.0,0.0,5.049201117,1.262799521,,3937.358154,93.58333333333333,5.134758333333333
1983-10-20,170,0.0,0.0,4.866863128,0.76065786,,4024.913513,56.25,4.047570833333333
1983-10-21,171,0.0,0.0,4.70252514,1.614229702,,4079.800663,94.29166666666667,4.8423791666666665
1983-10-22,172,0.0,0.0,4.083284916,1.533591153,,4331.602773,97.41666666666667,6.221900000000001
1983-10-23,173,0.0,0.0,3.430357542,1.856928399,,4662.317201,106.29166666666667,5.153204166666667
1983-10-24,174,0.0,0.0,2.972212291,1.148186433,,4944.925934,87.45833333333333,4.0428625
1983-10-25,175,0.12006417,16.98630137,2.628829609,0.713301603,7.9,5193.83208,47.625,5.2304875
1983-10-26,176,0.0,0.0,2.34972905,0.962749483,,5426.004229,89.20833333333333,5.770966666666666
1983-10-27,177,3.29627742,11.50684932,2.177069832,0.325196907,,5591.759521,21.458333333333332,5.544970833333333
1983-10-28,178,2.68037234,11.50684932,2.022486034,0.514160773,,5742.055297,63.916666666666664,1.7181333333333333
1983-10-29,179,0.0,0.0,1.815687151,0.878716767,,5979.315875,87.29166666666667,0.4594291666666667
1983-10-30,180,8.168973285,11.50684932,1.986058659,0.36323394,,5784.932942,9.75,5.093554166666666
1983-10-31,181,0.72817714,11.50684932,1.794594972,0.594371532,,5996.801047,38.833333333333336,6.089566666666666
1983-11-01,182,17.44553348,11.50684932,3.370751397,0.237003356,8.7,4621.868803,10.041666666666666,9.896220833333333
1983-11-02,183,1.97676243,5.890410959,2.596550279,0.322775391,,5204.195443,20.083333333333332,8.717704166666666
1983-11-03,184,2.30541885,5.890410959,2.404407821,0.349482906,,5384.653474,20.0,8.70725
1983-11-04,185,0.0,0.0,2.220812849,0.242312504,,5546.260958,16.125,6.716325
1983-11-05,186,0.32865642,5.890410959,2.069773743,0.671462301,,5697.651414,68.875,5.3742375
1983-11-06,187,0.08004278,5.890410959,1.978868715,0.283484317,,5796.45579,20.791666666666668,5.971558333333333
1983-11-07,188,0.0,0.0,1.892463687,0.362448281,,5892.68913,30.541666666666668,8.0308125
1983-11-08,189,0.0,0.0,1.811162011,0.00556687,8.3,5987.662921,6.041666666666667,9.430579166666666
1983-11-09,190,0.25,3.424657534,1.723198324,0.117288753,,6098.819244,13.166666666666666,8.285425
1983-11-10,191,0.0,0.0,1.633977654,0.149017728,,6215.593036,21.291666666666668,7.028995833333333
1983-11-11,192,0.0,0.0,1.547673184,0.027788125,,6338.249779,8.416666666666666,4.6482875
1983-11-12,193,0.0,0.0,1.47451676,0.122515406,,6448.601872,15.875,4.007091666666667
1983-11-13,194,2.25,3.424657534,1.399625698,0.152152881,,6568.204006,24.166666666666668,1.5252083333333335
1983-11-14,195,0.0,0.0,1.324407821,0.28932996,,6697.469865,77.41666666666667,-2.4436583333333335
1983-11-15,196,0.0,0.0,1.286773743,0.45023032,7.8,6766.389116,47.958333333333336,0.5759
1983-11-16,197,0.0,0.0,1.237902235,0.148044791,,6857.201907,16.958333333333332,1.9130291666666668
1983-11-17,198,0.0,0.0,1.189382682,0.090888116,,6952.41945,12.416666666666666,3.1942125000000003
1983-11-18,199,0.0,0.0,1.136639665,0.0,,7060.121153,10.666666666666666,2.2855666666666665
1983-11-19,200,0.0,0.0,1.092469274,0.0,,7156.742757,8.583333333333334,2.0243166666666665
1983-11-20,201,1.518924355,3.424657534,1.061698324,0.268622951,,7228.608271,36.25,2.2137208333333334
1983-11-21,202,0.0,0.0,1.021324022,0.569346028,,7319.981109,55.666666666666664,-2.5501916666666666
1983-11-22,203,0.0,0.0,0.97873743,0.448679756,7.5,7427.25024,60.708333333333336,-2.7812791666666663
1983-11-23,204,0.0,0.0,0.986530726,0.555168822,,7417.535146,67.66666666666667,-1.9907916666666665
1983-11-24,205,9.14072805,3.424657534,1.103329609,0.264309397,,7168.551452,3.875,3.364841666666667
1983-11-25,206,65.50855099,3.424657534,13.89982123,0.16730783,,1870.346929,3.0833333333333335,10.540775
1983-11-26,207,43.1645491,3.424657534,29.69286034,0.230427613,,1200.273768,7.666666666666667,9.241083333333334
1983-11-27,208,60.93818699,3.424657534,39.92477933,0.270425752,,879.6343861,4.416666666666667,6.566
1983-11-28,209,18.53536522,3.424657534,18.13738827,0.539125179,,1890.025773,14.208333333333334,4.348391666666667
1983-11-29,210,0.780697375,3.424657534,7.946094972,0.294916062,8.8,3129.69696,29.75,6.3160083333333334
1983-11-30,211,1.288515605,10.54794521,5.445502793,0.171511882,,3803.763298,10.083333333333334,6.003158333333334
1983-12-01,212,0.253909115,10.54794521,4.465659218,0.039573126,,4167.628825,21.0,4.733895833333333
1983-12-02,213,0.0,0.0,3.913793296,1.381065339,,4416.487525,40.166666666666664,5.8476583333333325
1983-12-03,214,0.0,0.0,3.554824022,0.915012505,,4601.691033,47.75,4.226654166666667
1983-12-04,215,0.0,0.0,3.308354749,0.762184877,,4742.189602,39.75,6.390666666666667
1983-12-05,216,4.5,10.54794521,3.21073743,0.030796416,,4803.332969,13.875,3.866683333333333
1983-12-06,217,0.5,10.54794521,3.063620112,0.160939318,7.8,4893.988614,45.75,0.27869166666666667
1983-12-07,218,2.888733285,1.369863014,2.975606145,0.179959867,,4957.09158,24.75,0.6707416666666667
1983-12-08,219,78.52721271,1.369863014,29.42062291,0.084644903,,764.4245752,5.208333333333333,7.512495833333333
1983-12-09,220,18.69966281,1.369863014,26.40356145,0.126220465,7.1,1094.500525,7.375,2.4203208333333333
1983-12-10,221,0.9847488,1.369863014,7.851343575,0.0,,3143.935742,31.083333333333332,-1.9019041666666665
1983-12-11,222,0.0,0.0,5.314248603,0.0,,3847.466623,11.541666666666666,-3.3580791666666667
1983-12-12,223,0.52384571,1.369863014,4.484011173,0.0,,4163.799744,32.041666666666664,-0.7352083333333334
1983-12-13,224,7.21966677,1.369863014,5.934921788,0.196770033,7.2,3670.427297,6.875,2.9472124999999996
1983-12-14,225,22.67075772,2.465753425,9.018276536,0.166077786,,2929.576634,2.5833333333333335,3.6986624999999997
1983-12-15,226,2.296933545,2.465753425,10.71334358,0.072312486,,2628.688662,41.416666666666664,0.661325
1983-12-16,227,3.55935534,2.465753425,6.624502793,0.0772792,,3464.757723,7.583333333333333,1.1606541666666665
1983-12-17,228,0.49600682,2.465753425,5.105639665,0.045927754,,3913.075378,21.25,2.1918416666666665
1983-12-18,229,1.822721255,2.465753425,4.114030726,0.069829122,,4320.919782,4.666666666666667,0.9221958333333333
1983-12-19,230,14.37815332,2.465753425,6.211256983,0.05777382,,3592.046575,11.708333333333334,3.088104166666666
1983-12-20,231,21.78058138,2.465753425,8.44275419,0.129808386,6.7,3168.770107,11.625,3.1110791666666664
1983-12-21,232,4.17655305,6.849315068,12.79880447,0.171137625,,2311.810278,14.666666666666666,3.4730666666666665
1983-12-22,233,6.194651065,6.849315068,7.381307263,0.178986473,,3285.629085,8.125,4.330691666666667
1983-12-23,234,20.9815036,6.849315068,13.08288268,0.062326128,8.1,2298.908564,13.125,4.166641666666666
1983-12-24,235,37.28074155,6.849315068,28.86232123,0.119414796,,1226.704087,1.4166666666666667,6.50865
1983-12-25,236,18.88818671,6.849315068,12.59565084,0.154478603,,2460.486143,8.458333333333334,5.746495833333333
1983-12-26,237,5.95086135,6.849315068,10.09797486,0.160814479,,2722.249651,13.291666666666666,3.2248
1983-12-27,238,24.62863591,6.849315068,12.82303911,0.130725063,7.4,2458.090399,8.0,7.653625000000001
1983-12-28,239,5.736521415,12.32876712,11.85395531,0.220159535,,2534.416743,15.5,6.2039625
1983-12-29,240,0.12006417,12.32876712,8.05497486,0.24131613,,3133.11972,39.208333333333336,6.6501375
1983-12-30,241,0.36798463,12.32876712,5.794541899,0.09568202,,3689.920884,26.083333333333332,2.2424958333333334
1983-12-31,242,8.54475003,12.32876712,4.825206704,0.218409546,,4037.192036,9.083333333333334,3.450125
1984-01-01,243,51.62869267,12.32876712,26.27665642,0.159138036,,1179.191121,0.9166666666666666,5.0198125
1984-01-02,244,30.94563791,12.32876712,26.56862849,0.171516981,,1322.397378,15.916666666666666,3.362816666666667
1984-01-03,245,2.25,12.32876712,14.40346927,0.322618923,,2176.633344,10.041666666666666,-0.9548333333333333
1984-01-04,246,4.5,12.32876712,8.139293296,0.0,8.5,3112.447213,14.75,-0.36543333333333333
1984-01-05,247,29.75,14.38356164,19.27003073,0.225459864,,1712.664949,16.375,2.3992833333333334
1984-01-06,248,8.5,14.38356164,10.38984637,0.083482987,,2737.589534,10.208333333333334,3.128441666666667
1984-01-07,249,7.25,14.38356164,10.35756704,0.211898903,,2731.966815,24.958333333333332,1.3567333333333333
1984-01-08,250,2.25,14.38356164,6.98623743,0.0,,3375.816432,5.833333333333333,-0.9036041666666667
1984-01-09,251,14.25,14.38356164,5.983592179,0.0,,3696.024828,19.416666666666668,-1.090775
1984-01-10,252,29.97193851,14.38356164,14.3129162,0.175410781,9.3,2255.230824,11.0,6.154491666666666
1984-01-11,253,19.92473958,14.38356164,23.14161453,0.275861536,,1560.27622,8.541666666666666,4.425316666666666
1984-01-12,254,10.69132368,14.38356164,22.23402235,0.128634208,,1576.942096,15.708333333333334,-0.27255
1984-01-13,255,5.8316311,14.38356164,26.46482682,0.295559558,,1120.980886,14.25,3.245629166666667
1984-01-14,256,9.719385155,14.38356164,12.26234916,0.130996677,,2471.823404,11.5,-0.6562458333333333
1984-01-15,257,0.0,0.0,7.669081006,0.055510776,,3213.0552,13.7,-1.7612541666666666
1984-01-16,258,11.75,14.38356164,13.84056704,0.014249524,,2170.652168,2.625,2.0644458333333335
1984-01-17,259,0.0,0.0,8.785030726,0.0,9.4,2983.446578,13.75,-1.2987291666666667
1984-01-18,260,0.25,5.16970701,6.245522346,0.0,,3564.673213,25.5,-1.8121
1984-01-19,261,0.25,6.7783692,4.788653631,0.0,,4033.258176,58.25,-4.2245791666666666
1984-01-20,262,0.0,0.0,3.95250838,0.040706847,,4394.625648,30.25,-4.798625
1984-01-21,263,17.5,2.850009619,3.41627933,0.051299996,,4675.25979,31.208333333333332,-4.010800000000001
1984-01-22,264,0.5,1.428736879,3.192536313,0.098884185,,4807.760757,17.375,-0.9097291666666667
1984-01-23,265,1.5,4.273066618,4.254310056,0.0,,4216.00104,13.833333333333334,-1.5802875
1984-01-24,266,4.25,3.0993084,3.223935754,0.0,,4777.10406,14.625,-2.361645833333333
1984-01-25,267,0.5,45.27223786,2.847142458,0.0,8.6,5039.936379,42.291666666666664,-2.4724083333333335
1984-01-26,268,0.25,23.28767123,2.935759777,0.001176478,,4993.451435,13.083333333333334,-1.3160999999999998
1984-01-27,269,5.0,7.123287671,4.625446927,0.0,,4121.767271,31.791666666666668,-0.222025
1984-01-28,270,14.0,7.123287671,4.676631285,0.086836741,,4132.485433,50.375,0.5909833333333333
1984-01-29,271,9.75,7.123287671,10.08208659,0.11213319,,2796.839912,28.291666666666668,1.2194625
1984-01-30,272,7.974481005,7.123287671,10.02089665,0.189632355,,2806.998106,7.541666666666667,4.531633333333333
1984-01-31,273,10.12519128,7.123287671,10.04694134,0.266396641,10.0,2799.622119,28.041666666666668,4.254620833333333
1984-02-01,274,39.24657193,9.589041096,23.22319274,0.216879961,,1468.85503,10.541666666666666,5.668129166666667
1984-02-02,275,14.39599005,9.589041096,16.34211453,0.389562527,,2013.910321,18.916666666666668,4.8988375
1984-02-03,276,7.47995528,9.589041096,15.66319274,0.475061057,,2107.018226,24.208333333333332,6.8519250000000005
1984-02-04,277,39.51603512,9.589041096,23.5827905,0.272555619,,1540.231869,9.125,7.6399125
1984-02-05,278,27.52391871,9.589041096,19.6497905,0.282237844,,1781.119038,18.041666666666668,3.2734083333333337
1984-02-06,279,32.90261631,9.589041096,24.20167877,0.590900686,10.4,1466.844508,5.5,6.1671458333333335
1984-02-07,280,8.33570051,9.589041096,14.95792458,0.585377206,10.3,2140.265481,20.416666666666668,3.0007916666666667
1984-02-08,281,11.09707808,42.46575342,10.17638547,0.682414221,,2762.015623,30.708333333333332,3.6802208333333333
1984-02-09,282,0.133844945,42.46575342,6.997902235,1.023836222,,3367.784603,81.25,2.381083333333333
1984-02-10,283,0.65400377,42.46575342,5.454829609,0.487314964,,3804.154764,33.0,6.134899999999999
1984-02-11,284,0.0,0.0,4.426692737,0.501838505,,4181.387742,35.208333333333336,4.915674999999999
1984-02-12,285,0.0,0.0,3.78600838,0.201791015,,4476.603681,21.666666666666668,2.5652666666666666
1984-02-13,286,0.0,0.0,3.301818436,0.982326257,,4739.523569,103.75,-1.266475
1984-02-14,287,0.0,0.0,2.916703911,0.70178656,8.0,4986.567141,88.875,0.699675
1984-02-15,288,0.0,0.0,2.587952514,0.854603727,,5222.34752,126.83333333333333,1.6485083333333332
1984-02-16,289,0.0,0.0,2.257768156,0.254788502,,5507.804419,41.458333333333336,-0.16942916666666666
1984-02-17,290,0.85395389,8.254135879,2.031963687,0.232682316,,5731.835562,21.708333333333332,1.2496625000000001
1984-02-18,291,0.0,0.0,1.77227095,0.683156151,,6026.584058,89.20833333333333,-1.0027375
1984-02-19,292,0.0,0.0,1.552600559,0.391892663,,6327.696356,76.83333333333333,-3.322204166666667
1984-02-20,293,0.0,0.0,1.476075419,0.203680302,7.5,6457.028799,33.0,-3.3220541666666663
1984-02-21,294,21.75640386,4.794520548,3.887798883,0.290584919,,4356.404275,29.625,0.5122416666666666
1984-02-22,295,6.72936507,4.794520548,6.278731844,0.43554036,,3527.203957,33.916666666666664,0.11470000000000001
1984-02-23,296,0.8173984,4.794520548,4.471215084,0.471899279,,4146.554603,34.5,-1.3951166666666666
1984-02-24,297,0.0,0.0,3.520910615,0.775110988,,4610.368987,60.041666666666664,-1.7317958333333332
1984-02-25,298,0.32865642,4.794520548,2.948379888,0.366997355,,4957.984954,44.458333333333336,-3.2537583333333333
1984-02-26,299,0.1673504,4.794520548,2.528798883,0.193876678,,5270.844923,22.75,-3.3203291666666668
1984-02-27,300,0.90470602,4.794520548,2.227198324,0.198000991,,5537.09341,19.875,-1.4328750000000001
1984-02-28,301,0.25,4.794520548,1.9845,0.287033079,7.9,5782.416623,37.333333333333336,-1.48655
1984-02-29,302,1.15331966,23.28767123,1.782,0.537612535,,6019.566952,46.75,1.237325
1984-03-01,303,3.79221884,23.28767123,1.766036313,0.424463333,,6061.700135,35.0,3.1681875
1984-03-02,304,6.14389024,23.28767123,2.251357542,0.572814375,,5508.239667,57.25,-1.2445416666666667
1984-03-03,305,2.75,23.28767123,1.864986034,0.841401954,,5925.917984,102.20833333333333,-0.40770833333333334
1984-03-04,306,1.75,23.28767123,2.019067039,0.676420658,,5761.117324,46.625,3.2356083333333334
1984-03-05,307,0.25,23.28767123,1.889497207,1.870030813,,5890.359496,117.5,5.7719958333333325
1984-03-06,308,0.0,0.0,1.761310056,0.807275332,7.7,6049.843835,56.541666666666664,4.6415125
1984-03-07,309,0.0,0.0,1.697882682,1.152506005,,6131.848564,62.875,3.8927125
1984-03-08,310,0.0,0.0,1.624449721,0.701411975,,6230.480583,43.833333333333336,0.6587958333333334
1984-03-09,311,0.0,0.0,1.563837989,0.81744054,,6315.413647,53.791666666666664,1.0031333333333332
1984-03-10,312,0.25,8.767123288,1.506921788,0.982672975,,6400.730791,74.16666666666667,1.6290791666666669
1984-03-11,313,4.75,8.767123288,1.565472067,0.819189511,,6320.512622,65.75,0.8732083333333334
1984-03-12,314,5.820949865,8.767123288,1.764628492,0.401565673,,6052.198529,26.125,1.174725
1984-03-13,315,2.0,8.767123288,1.829086592,0.206186745,7.8,5963.78111,37.958333333333336,-1.4769249999999998
1984-03-14,316,3.0,5.642398227,1.782301676,0.316029463,,6028.994274,46.583333333333336,-1.4485583333333334
1984-03-15,317,0.0,0.0,1.714324022,0.141244902,,6105.428364,25.416666666666668,-2.5006458333333335
1984-03-16,318,0.08004278,6.028970874,1.603181564,0.609810086,,6258.348937,63.958333333333336,-2.7883541666666667
1984-03-17,319,0.0,0.0,1.526581006,0.33288309,,6370.10696,39.041666666666664,-2.6191583333333335
1984-03-18,320,0.0,0.0,1.474265363,0.335892099,,6451.7278,45.041666666666664,-2.6617
1984-03-19,321,0.0,0.0,1.431100559,0.367363009,,6518.998655,53.083333333333336,-2.682725
1984-03-20,322,0.0,0.0,1.393743017,0.476587262,7.3,6581.694796,58.291666666666664,-2.0562291666666668
1984-03-21,323,0.0,0.0,1.321818436,0.487740577,7.3,6695.428034,62.208333333333336,-0.7804625000000001
1984-03-22,324,0.52678826,2.123287671,1.169446927,0.95208497,,6985.446213,76.25,1.56975
1984-03-23,325,20.00770709,2.123287671,2.360790503,0.383679427,7.5,5108.749639,24.541666666666668,0.7400291666666666
1984-03-24,326,0.38096143,2.123287671,2.674432961,1.198493365,,4975.81151,120.5,0.1339875
1984-03-25,327,5.25,2.123287671,1.951215084,0.409465857,,5836.455283,28.291666666666668,0.08977083333333331
1984-03-26,328,0.25,2.123287671,2.039782123,0.395275468,,5723.944521,32.333333333333336,0.9988666666666667
1984-03-27,329,6.48386137,2.123287671,1.983444134,1.505209403,8.8,5799.796999,116.54166666666667,1.8774583333333332
1984-03-28,330,0.25,7.397260274,1.992670391,1.668732759,,5779.645955,124.66666666666667,2.1495124999999997
1984-03-29,331,0.511922855,7.397260274,1.884192737,1.704797263,,5901.281512,151.79166666666666,1.6197333333333335
1984-03-30,332,0.0,0.0,1.778832402,1.923791487,,6026.376171,162.16666666666666,1.6390916666666666
1984-03-31,333,0.0,0.0,1.676664804,0.871132,,6158.116979,74.08333333333333,-1.3111666666666666
1984-04-01,334,0.0,0.0,1.576131285,1.12327981,,6295.429295,104.08333333333333,-2.3259958333333333
1984-04-02,335,0.0,0.0,1.471851955,2.052321834,,6454.133295,189.91666666666666,-0.5072625
1984-04-03,336,0.0,0.0,1.445203911,1.657652415,7.9,6496.069647,142.70833333333334,-0.23544583333333333
1984-04-04,337,0.08004278,4.931506849,1.402240223,0.426152281,,6566.403046,34.25,-0.20542916666666666
1984-04-05,338,0.0,0.0,1.33800838,1.995246793,,6672.446492,165.625,2.0571958333333336
1984-04-06,339,0.32865642,4.931506849,1.285768156,1.437604869,,6768.041502,109.5,2.3761208333333332
1984-04-07,340,0.0,0.0,1.242578212,0.566595163,,6848.743896,44.541666666666664,1.7731541666666668
1984-04-08,341,0.0,0.0,1.19923743,0.922700844,,6932.755464,78.70833333333333,2.5145833333333334
1984-04-09,342,0.0,0.0,1.165273743,2.858154154,,7004.546026,210.54166666666666,3.57825
1984-04-10,343,0.25,4.931506849,1.147977654,1.670350679,7.1,7037.820515,103.29166666666667,4.122075
1984-04-11,344,5.75,4.931506849,1.205019553,1.961844388,,6922.853136,169.83333333333334,3.2187208333333337
1984-04-12,345,0.0,0.0,1.105189944,3.011248117,,7126.038688,228.04166666666666,2.0677416666666666
1984-04-13,346,0.25,4.931506849,1.062452514,1.834734382,,7224.544497,108.70833333333333,3.697020833333333
1984-04-14,347,0.25,4.931506849,1.024843575,2.936147425,,7315.227873,228.95833333333334,5.289020833333333
1984-04-15,348,6.0,4.931506849,1.091840782,1.7670573,,7163.421363,154.95833333333334,2.1422958333333333
1984-04-16,349,1.25,4.931506849,1.039726257,1.726366393,,7278.093429,151.41666666666666,1.5461374999999997
1984-04-17,350,3.25,4.931506849,1.00352514,2.007132219,7.1,7373.943389,131.91666666666666,3.2353541666666668
1984-04-18,351,3.0,4.520547945,1.07773743,1.898439218,,7186.14531,127.25,4.8350333333333335
1984-04-19,352,0.25,4.520547945,0.980874302,2.113219267,,7421.395586,136.5,6.572008333333334
1984-04-20,353,0.25,4.520547945,0.961692737,2.623141281,,7470.833921,155.33333333333334,8.418379166666666
1984-04-21,354,0.0,0.0,0.912519553,3.727648628,,7601.017031,208.20833333333334,11.074616666666666
1984-04-22,355,0.0,0.0,0.887581006,3.115506857,,7674.822334,206.91666666666666,9.120866666666666
1984-04-23,356,0.0,0.0,0.862994413,4.031124906,,7743.774706,349.5833333333333,8.781704166666666
1984-04-24,357,0.0,0.0,0.830715084,4.605772062,6.6,7839.490224,274.4583333333333,9.39045
1984-04-25,358,0.0,0.0,0.800321229,3.892154317,,7938.287116,270.25,10.450075
1984-04-26,359,0.0,0.0,0.765251397,4.235632478,,8051.592316,288.0833333333333,11.312912500000001
1984-04-27,360,0.0,0.0,0.739634078,3.934000033,,8144.934373,285.7083333333333,9.916220833333334
1984-04-28,361,0.0,0.0,0.718918994,4.0905561,,8216.188163,295.5833333333333,8.640829166666666
1984-04-29,362,0.0,0.0,0.697248603,3.403549175,,8299.63343,282.0,6.909208333333333
1984-04-30,363,0.0,0.0,0.678092179,3.309686871,,8375.364463,289.7916666666667,6.271274999999999
1984-05-01,364,0.0,0.0,0.673089385,2.918081969,6.5,8389.292153,230.875,7.245804166666667
1984-05-02,365,0.0,0.0,0.613759777,3.909113565,,8644.413015,277.1666666666667,9.329600000000001
1984-05-03,366,1.36799209,0.769193305,0.614840782,2.640389765,,8642.326719,185.54166666666666,7.765808333333333
1984-05-04,367,0.0,0.0,0.610818436,2.668604887,,8657.963068,215.75,7.0821000000000005
1984-05-05,368,0.0,0.0,0.600888268,3.716578175,,8701.579434,250.79166666666666,8.211270833333334
1984-05-06,369,0.0,0.0,0.589550279,1.242285374,,8755.301711,101.66666666666667,4.628091666666666
1984-05-07,370,0.0,0.0,0.569061453,3.140988803,,8850.756854,280.0833333333333,3.0353
1984-05-08,371,0.0,0.0,0.60149162,2.879216543,6.6,8711.841672,226.79166666666666,4.2421291666666665
1984-05-09,372,0.0,0.0,0.621377095,2.314617293,,8611.381658,194.91666666666666,5.3784375
1984-05-10,373,0.0,0.0,0.608430168,2.713701142,,8668.252052,201.08333333333334,5.512991666666667
1984-05-11,374,0.0,0.0,0.592994413,3.029272308,,8736.192055,239.79166666666666,4.674441666666667
1984-05-12,375,0.0,0.0,0.57972067,3.479645436,,8801.426029,280.0,4.375483333333333
1984-05-13,376,0.0,0.0,0.567351955,4.205944032,,8860.447453,311.25,5.667862500000001
1984-05-14,377,0.0,0.0,0.552569832,4.39366458,,8931.853882,296.8333333333333,7.065895833333333
1984-05-15,378,2.5,4.816885918,0.563782123,1.395411604,6.4,8885.577239,89.04166666666667,6.323383333333333
1984-05-16,379,5.25,1.780821918,0.599304469,1.032165723,,8715.022828,61.416666666666664,5.2575
1984-05-17,380,11.75,1.780821918,0.784684358,0.464029092,,7995.530837,34.875,4.784745833333333
1984-05-18,381,0.25,1.780821918,0.626178771,1.637213674,,8570.426479,107.83333333333333,6.382620833333333
