,timestep,J,Cl mg/l,Q,ET,Q Cl mg/l,S_scale,Rn,Ta
1999-10-02,5996,16.39598008,8.904109589,31.1622486,1.233674793,,993.5365039,77.875,5.887416666666667
1999-10-03,5997,17.01437619,8.904109589,11.77069274,0.73453046,,2548.308461,47.25,5.799625
1999-10-04,5998,2.663452375,8.904109589,8.203575419,1.640472176,6.9,3096.417996,123.29166666666667,4.692958333333333
1999-10-05,5999,0.065480715,2.602739726,5.834287709,1.163905451,,3679.661412,77.70833333333333,4.285125
1999-10-06,6000,0.0,0.0,4.485645251,2.393799696,,4153.354995,139.54166666666666,6.727250000000001
1999-10-07,6001,40.64484871,2.602739726,6.545865922,1.085070726,,3806.044266,59.916666666666664,9.127916666666666
1999-10-08,6002,38.93699482,2.602739726,29.5471257,0.524069923,,1231.629295,29.75,10.540833333333333
1999-10-09,6003,3.44665463,2.602739726,13.1516648,0.912826698,,2331.225022,60.5,11.166666666666666
1999-10-10,6004,14.92437035,2.602739726,9.982156425,0.606714527,,2808.638517,46.458333333333336,10.770833333333334
1999-10-11,6005,0.0,0.0,8.040142458,1.335993666,6.8,3118.150597,102.33333333333333,5.514583333333333
1999-10-12,6006,0.0,0.0,5.724955307,1.448168678,,3716.309799,89.75,6.386375
1999-10-13,6007,0.0,0.0,4.546282123,2.152532296,,4129.796861,128.45833333333334,6.929916666666667
1999-10-14,6008,0.060032085,5.834423947,3.771377095,0.865745007,,4480.473709,54.625,7.3209583333333335
1999-10-15,6009,0.0,0.0,3.161061453,1.056721968,,4819.966037,54.333333333333336,8.2755
1999-10-16,6010,0.0,0.0,2.721343575,0.687636946,,5121.992278,41.708333333333336,7.477833333333333
1999-10-17,6011,0.0,0.0,2.383768156,0.9680165,,5394.226094,54.833333333333336,6.531666666666666
1999-10-18,6012,0.308992315,3.181934959,2.116558659,1.541427264,6.9,5644.473677,109.79166666666667,4.29025
1999-10-19,6013,0.0,0.0,1.897642458,1.383047702,,5881.234206,93.375,3.6169999999999995
1999-10-20,6014,0.0,0.0,1.757840782,0.412683357,,6052.661437,14.791666666666666,2.8387083333333334
1999-10-21,6015,5.03600493,2.602739726,1.717818436,0.157818358,,6113.898495,6.333333333333333,4.7437499999999995
1999-10-22,6016,3.981692515,2.602739726,1.867575419,0.559426204,,5914.825653,29.333333333333332,8.16125
1999-10-23,6017,17.61006152,2.602739726,3.04798324,0.478121348,,4762.69439,22.791666666666668,8.314166666666667
1999-10-24,6018,40.66216323,2.602739726,10.20698045,0.283957529,,2803.160007,13.708333333333334,7.136
1999-10-25,6019,10.97397045,2.602739726,18.92659777,0.633342677,6.4,1634.723859,36.5,8.024583333333334
1999-10-26,6020,0.265393485,12.19178082,6.874114525,0.564498769,,3377.613332,34.0,7.86975
1999-10-27,6021,1.496182165,12.19178082,4.727564246,1.024819939,,4050.592645,60.916666666666664,7.790791666666666
1999-10-28,6022,7.981350645,12.19178082,4.624944134,0.800968924,,4105.537183,54.958333333333336,6.918541666666666
1999-10-29,6023,0.859443385,12.19178082,3.614002793,0.466610752,,4564.127186,16.5,8.031791666666667
1999-10-30,6024,19.05754682,12.19178082,5.30776257,0.426179098,,3801.266615,12.375,9.034291666666666
1999-10-31,6025,2.949675455,12.19178082,7.258223464,1.469361722,,3280.128374,64.20833333333333,7.579249999999999
1999-11-01,6026,12.97316881,12.19178082,7.090868715,0.304814504,7.1,3339.999402,12.625,7.484291666666667
1999-11-02,6027,14.51267865,7.123287671,7.067740223,0.806255942,,3383.022428,48.125,5.348125
1999-11-03,6028,4.927014445,7.123287671,8.525086592,0.558662261,,3032.49132,33.625,8.090541666666667
1999-11-04,6029,1.607534475,7.123287671,5.658083799,0.435498329,,3738.663933,14.875,7.21625
1999-11-05,6030,38.04216792,7.123287671,22.86937709,0.478432639,,1455.721271,14.416666666666666,6.23675
1999-11-06,6031,9.112879065,7.123287671,12.77482123,0.426135824,,2376.913662,30.416666666666668,3.3844583333333333
1999-11-07,6032,6.13915895,7.123287671,7.793798883,0.368362278,,3192.358821,20.75,6.2982499999999995
1999-11-08,6033,1.04769144,7.123287671,5.820863128,0.910911146,7.1,3685.541787,52.541666666666664,7.701458333333334
1999-11-09,6034,0.76519452,16.46992466,4.631932961,0.987151577,,4096.410137,67.04166666666667,5.7355833333333335
1999-11-10,6035,0.0,0.0,3.860572626,1.010593268,,4437.314648,65.91666666666667,4.649166666666667
1999-11-11,6036,0.0,0.0,3.297142458,0.290857857,,4741.717646,14.083333333333334,4.355541666666666
1999-11-12,6037,2.86583846,31.53491295,2.982569832,0.108373971,,4941.68556,7.833333333333333,4.838541666666667
1999-11-13,6038,0.41596404,4.339801847,2.61824581,0.180601983,,5201.898673,8.75,4.66125
1999-11-14,6039,0.32865642,4.721352271,2.331980447,0.267721153,,5442.353614,21.083333333333332,4.923708333333333
1999-11-15,6040,4.326273,4.640545385,2.193963687,0.248493237,,5579.545454,26.375,4.5216666666666665
1999-11-16,6041,13.3403912,4.835175114,2.352544693,0.50002603,6.9,5465.343765,43.125,1.9514583333333333
1999-11-17,6042,5.21799339,10.2739726,2.962131285,0.477519393,,4914.853512,37.041666666666664,1.24575
1999-11-18,6043,1.254833365,10.2739726,2.5155,0.290887153,,5282.161369,54.916666666666664,0.6704166666666667
1999-11-19,6044,0.0,0.0,2.146097765,0.259408616,,5617.226272,44.375,0.7692916666666667
1999-11-20,6045,0.0,0.0,1.960692737,0.337995733,,5813.344753,54.625,0.2577083333333333
1999-11-21,6046,0.506742285,10.2739726,1.839293296,0.726635101,,5953.136199,55.833333333333336,0.43112500000000004
1999-11-22,6047,2.264847315,10.2739726,1.800804469,0.367509199,,6002.701335,25.333333333333332,4.122125
1999-11-23,6048,6.611694365,10.2739726,1.812695531,0.305817022,7.5,5997.608326,12.416666666666666,6.929416666666666
1999-11-24,6049,58.16966039,4.246575342,20.38173184,0.263615558,,1193.743266,6.75,7.714041666666667
1999-11-25,6050,5.92339559,4.246575342,14.52273184,0.428667836,,2047.345535,24.583333333333332,7.077416666666667
1999-11-26,6051,16.14554886,4.246575342,12.54517039,0.341122712,,2337.483254,5.375,5.877041666666667
1999-11-27,6052,2.62448967,4.246575342,8.311449721,0.438876481,,3062.905127,20.458333333333332,4.567375
1999-11-28,6053,13.01778755,4.246575342,7.390357542,0.449687678,,3295.658608,3.625,7.174041666666667
1999-11-29,6054,0.0,0.0,6.416321229,0.185496744,,3494.769522,34.458333333333336,2.5204999999999997
1999-11-30,6055,7.366726695,4.246575342,5.445427374,0.201324113,7.2,3820.523407,5.25,6.38975
1999-12-01,6056,2.744074285,7.808219178,4.650611732,0.658807021,,4090.373,34.708333333333336,4.951833333333333
1999-12-02,6057,4.350317675,7.808219178,4.187187151,0.514630697,,4291.33947,19.708333333333332,3.5985416666666663
1999-12-03,6058,25.91882231,7.808219178,15.52967598,0.606311379,,1924.831583,16.791666666666668,3.2825
1999-12-04,6059,1.963706205,7.808219178,7.030885475,0.361831191,,3349.276829,12.5,0.3958333333333333
1999-12-05,6060,25.04291427,7.808219178,7.071888268,0.21004344,,3423.624622,22.208333333333332,2.144083333333333
1999-12-06,6061,48.77596456,7.808219178,33.3137514,0.215666593,,1092.603526,8.416666666666666,6.924375
1999-12-07,6062,5.7323157,7.808219178,15.80063128,0.412278093,8.1,1984.475348,11.583333333333334,3.7135833333333337
1999-12-08,6063,23.45724495,9.315068493,18.58517598,0.417372827,,1753.723709,5.791666666666667,3.8430416666666667
1999-12-09,6064,19.12968087,9.315068493,14.66534916,0.481826518,,2198.54774,6.458333333333333,2.945375
1999-12-10,6065,27.93150635,9.315068493,14.61874022,0.272539627,,2340.514455,17.791666666666668,2.3884166666666666
1999-12-11,6066,54.67570456,9.315068493,51.69750838,0.294009913,,560.7073906,4.958333333333333,5.963416666666667
1999-12-12,6067,26.7121709,9.315068493,22.4011257,0.256608577,,1624.0235,4.041666666666667,2.0241666666666664
1999-12-13,6068,5.617492785,9.315068493,13.21976816,0.0,,2359.335071,9.416666666666666,0.119625
1999-12-14,6069,1.489240915,9.315068493,8.591405028,0.0,8.1,3023.589368,19.833333333333332,-1.5361666666666667
1999-12-15,6070,0.24616955,8.219178082,6.099888268,0.0,,3608.779545,17.833333333333332,-1.3828333333333334
1999-12-16,6071,29.18961735,8.219178082,8.245156425,0.354809515,,3170.479782,19.083333333333332,1.6428333333333331
1999-12-17,6072,58.95038082,8.219178082,54.86930447,0.058266868,,422.7991402,7.541666666666667,3.7433333333333336
1999-12-18,6073,0.0,0.0,10.78717877,0.106322709,,2635.112069,12.291666666666666,-1.2840416666666667
1999-12-19,6074,0.33236682,8.219178082,6.624703911,0.0,,3456.149941,16.666666666666668,-4.060875
1999-12-20,6075,0.0,0.0,5.033337989,0.0,7.1,3952.386508,15.5,-3.9777916666666666
1999-12-21,6076,14.12501052,5.890410959,5.81103352,0.234621364,,3734.104892,12.583333333333334,2.506625
1999-12-22,6077,10.02271011,5.890410959,9.047036313,0.249698518,,2948.59825,3.5416666666666665,4.971791666666667
1999-12-23,6078,12.11196848,5.890410959,7.881787709,0.453378221,,3198.577181,14.708333333333334,3.6637916666666666
1999-12-24,6079,19.74620502,5.890410959,12.55070112,0.371400334,,2429.175082,4.875,5.475750000000001
1999-12-25,6080,9.84213789,5.890410959,14.73146648,0.493265507,,2166.084142,16.875,0.744875
1999-12-26,6081,13.74622843,5.890410959,9.782849162,0.329701207,,2848.812967,6.833333333333333,1.1538333333333333
1999-12-27,6082,2.86458012,5.890410959,8.356927374,0.009214011,,3083.294383,16.625,0.7464583333333333
1999-12-28,6083,2.895313095,5.890410959,6.517835196,0.112737697,,3497.446973,35.291666666666664,-0.324375
1999-12-29,6084,8.71862435,5.890410959,6.338136872,0.080740813,,3560.027161,25.666666666666668,0.84125
1999-12-30,6085,62.48634727,5.890410959,41.21783799,0.165951206,,610.0505291,7.125,3.432166666666667
1999-12-31,6086,12.81987625,5.890410959,13.27929888,0.277198867,,2339.196165,20.458333333333332,5.009708333333333
2000-01-01,6087,0.0,0.0,9.699787709,0.348806237,,2799.048546,39.916666666666664,3.8924583333333334
2000-01-02,6088,3.698998125,5.890410959,6.725740223,0.275703695,,3445.353161,11.041666666666666,4.933583333333334
2000-01-03,6089,15.72393407,5.890410959,8.807480447,0.209655006,,2990.678289,16.291666666666668,3.691333333333333
2000-01-04,6090,6.8191944,5.890410959,7.529907821,0.108175081,,3261.87003,7.791666666666667,1.5890833333333332
2000-01-05,6091,7.002673925,5.890410959,6.527790503,0.460417781,7.2,3509.205116,9.458333333333334,4.726458333333333
2000-01-06,6092,6.530808695,5.890410959,6.765511173,0.252603877,,3440.076177,13.333333333333334,3.6190833333333337
2000-01-07,6093,13.29888067,5.890410959,7.177851955,0.315246775,,3334.740385,6.166666666666667,4.803166666666667
2000-01-08,6094,2.463028865,5.890410959,7.665636872,0.230782473,,3177.637715,19.541666666666668,1.6195416666666667
2000-01-09,6095,0.0,0.0,5.635282123,0.297508149,,3746.923402,39.666666666666664,0.62275
2000-01-10,6096,22.43186124,5.890410959,6.733382682,0.259770144,,3501.770167,18.333333333333332,2.935416666666667
2000-01-11,6097,28.86023673,5.890410959,22.53491899,0.133362304,7.2,1620.228648,4.125,5.433791666666667
2000-01-12,6098,46.31213263,1.780821918,43.2045,0.178880883,,782.7445361,5.458333333333333,3.6335833333333336
2000-01-13,6099,0.799365965,1.780821918,14.63352235,0.21662188,,2112.684135,51.541666666666664,-0.34995833333333337
2000-01-14,6100,2.803767735,1.780821918,7.864667598,0.030986976,,3170.255544,18.583333333333332,-0.45258333333333334
2000-01-15,6101,0.068083685,1.780821918,5.790670391,0.010261565,,3697.385755,11.666666666666666,-0.71175
2000-01-16,6102,0.0,0.0,4.732994413,0.298413338,,4061.843547,42.083333333333336,0.29283333333333333
2000-01-17,6103,0.060032085,1.780821918,3.946424581,0.428213633,,4394.641597,55.958333333333336,3.2667916666666668
2000-01-18,6104,0.1335644,1.780821918,3.440589385,0.673529677,7.1,4661.236713,52.416666666666664,5.219416666666667
2000-01-19,6105,0.0,0.0,3.049089385,0.265872177,,4895.204692,24.541666666666668,1.89875
2000-01-20,6106,0.3690244,13.00906414,2.715209497,0.13247659,,5129.239161,16.916666666666668,0.726375
2000-01-21,6107,1.0051776,8.942475899,2.449558659,0.182651991,,5342.072896,14.125,1.016875
2000-01-22,6108,5.839534445,9.750951223,2.455994413,0.291798263,,5340.119514,30.583333333333332,1.3529583333333335
2000-01-23,6109,0.0,0.0,2.194918994,0.224070863,,5569.264808,44.75,-0.27499999999999997
2000-01-24,6110,0.068083685,14.88640478,2.009513966,0.068973365,,5759.456678,12.166666666666666,-0.23766666666666666
2000-01-25,6111,0.3690244,12.12940863,1.858374302,0.158456054,7.1,5929.509378,35.333333333333336,-0.2625416666666667
2000-01-26,6112,0.0,0.0,1.725938547,0.134263209,,6092.941336,20.041666666666668,-0.414375
2000-01-27,6113,1.38225359,2.739726027,1.632142458,0.460368317,,6220.668678,48.0,-0.05916666666666667
2000-01-28,6114,64.75439128,2.739726027,15.7619162,0.179828158,,1442.608902,7.791666666666667,3.329541666666666
2000-01-29,6115,56.57102469,2.739726027,33.51939385,0.116637334,,1044.013782,5.25,6.120708333333333
2000-01-30,6116,58.47281103,2.739726027,52.01997486,0.208904526,,497.4941605,15.833333333333334,6.383333333333333
2000-01-31,6117,6.60608808,2.739726027,11.92200838,0.193672456,,2492.115001,8.25,6.096291666666667
2000-02-01,6118,24.64971609,2.739726027,12.80805587,0.169373799,6.6,2382.203088,8.333333333333334,5.495208333333333
2000-02-02,6119,0.0,0.0,9.756905028,0.248210806,,2793.170111,17.833333333333332,2.497916666666667
2000-02-03,6120,17.12084771,3.97260274,7.332837989,0.290647545,,3340.814232,20.875,3.8166666666666664
2000-02-04,6121,18.18871572,3.97260274,13.91827374,0.164288356,,2300.733051,15.375,6.226166666666667
2000-02-05,6122,2.82604364,3.97260274,8.190553073,0.239946408,,3103.810854,16.375,5.062125
2000-02-06,6123,5.56130904,3.97260274,6.729134078,0.315933222,,3448.058191,12.375,5.679291666666667
2000-02-07,6124,11.54828786,3.97260274,8.96249162,0.487838113,,2931.594411,24.125,3.848708333333333
2000-02-08,6125,23.49876675,3.97260274,14.47006425,0.762580076,6.7,2119.437014,43.666666666666664,3.2563750000000002
2000-02-09,6126,1.794882355,6.849315068,7.603064246,0.745605949,,3219.831053,37.75,3.3252916666666668
2000-02-10,6127,24.98010732,6.849315068,12.93184358,0.60585457,,2329.661681,66.625,1.9328333333333332
2000-02-11,6128,3.221757215,6.849315068,7.767477654,0.515524265,,3201.046584,29.375,3.153833333333333
2000-02-12,6129,25.2569424,6.849315068,15.28179888,0.744800143,,2066.981668,45.875,1.9494999999999998
2000-02-13,6130,0.0,0.0,7.71450838,0.616609333,,3195.368847,73.08333333333333,0.9678333333333334
2000-02-14,6131,25.21694048,6.849315068,9.470614525,0.2427817,,2865.459543,19.666666666666668,3.294791666666667
2000-02-15,6132,14.19576707,6.849315068,9.016265363,0.479446701,7.1,2955.659843,33.791666666666664,1.3122916666666666
2000-02-16,6133,1.738558055,7.260273973,7.334094972,0.402362789,,3280.37529,19.125,-0.3382083333333334
2000-02-17,6134,24.14734183,7.260273973,9.26773743,0.483619862,,2787.75416,50.208333333333336,1.7349166666666667
2000-02-18,6135,16.86716006,7.260273973,12.14009497,0.318499131,,2471.369425,16.375,3.1479166666666667
2000-02-19,6136,3.232746455,7.260273973,9.628944134,1.022924533,,2828.007177,98.95833333333333,1.609708333333333
2000-02-20,6137,5.3767438,7.260273973,6.617463687,1.110878952,,3478.773757,100.54166666666667,0.9293333333333332
2000-02-21,6138,6.40814156,7.260273973,7.293594972,0.740453214,,3292.701026,75.5,1.0845416666666667
2000-02-22,6139,2.052218715,7.260273973,5.231740223,0.827943026,7.2,3883.337329,70.79166666666667,1.1107500000000001
2000-02-23,6140,20.05309915,1.506849315,5.869835196,0.376309862,,3721.091046,33.833333333333336,5.953625
2000-02-24,6141,5.697840695,1.506849315,6.920044693,0.48133589,,3334.208288,44.958333333333336,1.8125833333333334
2000-02-25,6142,3.33005148,1.506849315,5.646695531,0.646877181,,3738.208113,74.04166666666667,1.29275
2000-02-26,6143,6.359084495,1.506849315,4.967748603,0.97783854,,3991.474909,67.79166666666667,3.4745000000000004
2000-02-27,6144,55.1109003,1.506849315,31.3333743,0.208925836,,859.7850341,9.166666666666666,4.664375
2000-02-28,6145,18.52699926,1.506849315,16.49292737,0.511633114,,2011.378002,65.08333333333333,0.9659166666666666
2000-02-29,6146,28.52435667,1.506849315,27.24664525,0.506614555,5.4,1331.226625,38.0,2.284875
2000-03-01,6147,2.895468615,2.876712329,10.88311173,0.925457762,,2634.968375,88.29166666666667,1.00425
2000-03-02,6148,51.7781915,2.876712329,25.40710056,0.225002031,,1349.132474,17.625,4.151916666666667
2000-03-03,6149,25.16940292,2.876712329,34.98543855,0.73554342,,816.430082,66.375,1.680125
2000-03-04,6150,0.065480715,2.876712329,8.952511173,0.952749616,,2948.817027,118.70833333333333,-0.20675
2000-03-05,6151,1.193325445,2.876712329,6.215832402,0.821150592,,3572.611053,65.41666666666667,1.7994166666666667
2000-03-06,6152,9.729283395,2.876712329,5.469209497,0.411398774,,3816.770805,33.375,6.002833333333334
2000-03-07,6153,41.41712834,2.876712329,21.53063966,0.211879121,5.3,1453.46166,15.333333333333334,6.787458333333333
2000-03-08,6154,14.70482921,3.150684932,17.74028212,0.180609154,,1928.678841,14.833333333333334,7.670333333333333
2000-03-09,6155,9.014391945,3.150684932,9.719346369,1.065369462,,2840.410029,82.08333333333333,7.257916666666667
2000-03-10,6156,3.025649745,3.150684932,7.678608939,0.885196338,,3211.546366,82.45833333333333,5.424333333333333
2000-03-11,6157,0.065480715,3.150684932,5.862393855,1.19196293,,3674.57785,128.375,4.3694999999999995
2000-03-12,6158,0.060032085,3.150684932,4.773067039,1.571290404,,4044.46713,136.83333333333334,4.510458333333333
2000-03-13,6159,1.94227151,3.150684932,4.01699162,1.255756078,,4363.668633,92.54166666666667,7.05725
2000-03-14,6160,5.77198836,3.150684932,3.797622905,0.851880117,6.5,4473.876154,73.29166666666667,3.5994166666666665
2000-03-15,6161,0.0,0.0,3.229340782,1.374838888,,4781.692955,140.5,2.7865
2000-03-16,6162,0.0,0.0,2.854784916,0.693058463,,5027.375972,44.291666666666664,4.120958333333333
2000-03-17,6163,0.0,0.0,2.553310056,0.783929628,,5254.258902,52.5,4.373833333333334
2000-03-18,6164,0.0,0.0,2.320617318,1.248038934,,5453.632873,89.41666666666667,4.687125
2000-03-19,6165,0.060032085,7.489099663,2.122315642,2.644292612,,5641.11944,180.875,4.993625
2000-03-20,6166,0.0,0.0,1.936734637,1.108925575,,5838.301593,74.54166666666667,5.309333333333333
2000-03-21,6167,0.0,0.0,1.804675978,0.98375217,6.6,5994.122954,77.70833333333333,4.854333333333334
2000-03-22,6168,0.0,0.0,1.679480447,2.308353261,,6153.108153,161.08333333333334,5.255416666666666
2000-03-23,6169,11.12994824,3.698630137,1.959712291,0.339633397,,5811.484764,24.625,4.069833333333333
2000-03-24,6170,4.290442145,3.698630137,1.808648045,1.409647114,,5985.10646,116.5,3.5705416666666667
2000-03-25,6171,2.73251795,3.698630137,1.667891061,1.622678401,,6166.659514,142.91666666666666,2.136791666666667
2000-03-26,6172,15.21718173,3.698630137,2.729312849,0.902210142,,5031.407306,81.95833333333333,1.826875
2000-03-27,6173,0.96355677,3.698630137,2.067310056,1.273066384,,5670.817662,102.58333333333333,1.4102083333333333
2000-03-28,6174,0.434505115,3.698630137,1.770787709,0.539359792,,6033.44516,55.416666666666664,-0.13258333333333336
2000-03-29,6175,0.377076,3.698630137,1.661555866,0.59688618,6.5,6180.019088,48.5,0.22345833333333331
2000-03-30,6176,0.0,0.0,1.583069832,2.097429032,,6285.882767,174.54166666666666,1.4047916666666669
2000-03-31,6177,0.0,0.0,1.504407821,1.653262043,,6403.9989,151.79166666666666,1.60475
2000-04-01,6178,2.24581519,9.413532563,1.492944134,0.526525272,,6424.787072,39.208333333333336,2.8715833333333336
2000-04-02,6179,19.76936237,2.071780184,2.81772905,0.904111322,,5003.726886,58.041666666666664,3.636791666666667
2000-04-03,6180,6.245763435,2.586933468,3.743597765,0.152994498,,4428.236765,31.958333333333332,-0.99275
2000-04-04,6181,4.92465267,6.284876863,2.518843575,0.920456393,,5281.305897,143.16666666666666,-1.3442083333333334
2000-04-05,6182,0.3690244,5.624633585,2.384195531,1.886312711,,5400.418446,171.16666666666666,0.9596666666666667
2000-04-06,6183,0.0,0.0,2.201203911,2.949776172,,5564.015421,242.83333333333334,2.6969166666666666
2000-04-07,6184,0.0,0.0,2.032843575,3.031087447,,5735.036906,227.33333333333334,4.249708333333333
2000-04-08,6185,0.0,0.0,1.913832402,3.179101749,,5867.200526,204.54166666666666,5.257708333333333
2000-04-09,6186,0.633550225,1.640385015,1.812117318,0.802429066,,5986.131197,74.70833333333333,3.1203749999999997
2000-04-10,6187,0.0,0.0,1.701276536,3.238487684,,6124.010846,232.33333333333334,3.4215
2000-04-11,6188,20.04308876,2.364790011,3.533731844,0.258553068,6.2,4581.071054,51.916666666666664,0.33049999999999996
2000-04-12,6189,17.7521863,1.095890411,3.642058659,0.346503156,,4537.726174,59.416666666666664,0.6409166666666667
2000-04-13,6190,2.614839595,1.095890411,4.259212291,0.871452248,,4241.383517,101.08333333333333,1.0087083333333333
2000-04-14,6191,0.0,0.0,3.440664804,1.17483921,,4648.132536,92.5,1.38975
2000-04-15,6192,0.0,0.0,2.904636872,1.510600937,,4987.515851,128.0,0.7828750000000001
2000-04-16,6193,4.40790333,1.095890411,2.545089385,1.730187687,,5270.007914,120.875,2.720125
2000-04-17,6194,24.09413063,1.095890411,5.770608939,0.069313363,,3588.313036,36.541666666666664,0.5300416666666666
2000-04-18,6195,6.445579435,1.095890411,8.231932961,1.605950973,5.2,3113.781963,112.08333333333333,3.7098333333333335
2000-04-19,6196,3.141045585,3.01369863,5.119164804,2.47107811,,3903.34293,157.66666666666666,5.543708333333334
2000-04-20,6197,6.465570675,3.01369863,4.379027933,1.808227608,,4204.60744,106.29166666666667,6.754708333333333
2000-04-21,6198,10.68532615,3.01369863,4.2705,1.698141376,,4271.832315,111.83333333333333,5.711666666666667
2000-04-22,6199,3.95547235,3.01369863,4.932351955,1.814733337,,3987.235099,119.75,6.0655
2000-04-23,6200,3.780824725,3.01369863,3.963192737,1.517952147,,4395.409241,109.75,5.79925
2000-04-24,6201,16.72208304,3.01369863,5.435622905,2.227498865,,3846.197032,141.91666666666666,5.761958333333333
2000-04-25,6202,15.089924,3.01369863,10.17525419,1.469458839,4.7,2746.71816,89.54166666666667,6.916833333333333
2000-04-26,6203,7.749017015,0.684931507,7.613421788,1.419923182,,3246.53069,92.125,6.0648333333333335
2000-04-27,6204,0.193596485,0.684931507,6.066980447,1.818150429,,3602.744632,126.125,6.172916666666667
2000-04-28,6205,11.69801774,0.684931507,4.878226257,1.984617493,,4039.066133,118.125,6.936625
2000-04-29,6206,6.156578365,0.684931507,7.247790503,2.10177808,,3302.932289,157.25,7.3927499999999995
2000-04-30,6207,0.068083685,0.684931507,4.719494413,4.576521731,,4058.101681,278.125,9.320166666666667
2000-05-01,6208,0.0,0.0,3.894662011,4.414460769,,4420.867683,272.25,9.633625
2000-05-02,6209,0.0,0.0,3.333293296,3.911865283,6.4,4718.866034,219.625,10.942583333333333
2000-05-03,6210,0.0,0.0,2.917558659,1.809571012,,4983.219819,118.45833333333333,5.652666666666666
2000-05-04,6211,0.0,0.0,2.585463687,1.318944222,,5227.366887,89.08333333333333,4.8857083333333335
2000-05-05,6212,0.0,0.0,2.334846369,1.36716326,,5442.355191,93.08333333333333,5.085916666666667
2000-05-06,6213,0.0,0.0,2.126589385,3.940507505,,5635.419936,226.41666666666666,10.400708333333334
2000-05-07,6214,0.0,0.0,1.916195531,4.275887178,,5859.310569,239.33333333333334,12.852083333333333
2000-05-08,6215,0.0,0.0,1.756458101,4.732407096,,6053.54402,269.1666666666667,12.39875
2000-05-09,6216,0.060032085,1.40731606,1.654365922,2.924580377,6.5,6185.837996,157.54166666666666,13.448749999999999
2000-05-10,6217,0.0,0.0,1.543977654,2.502391788,,6341.591137,117.79166666666667,11.605416666666668
2000-05-11,6218,0.0,0.0,1.42949162,1.683685121,,6516.820915,101.79166666666667,7.91225
2000-05-12,6219,0.0,0.0,1.361513966,1.869053735,,6634.994526,102.91666666666667,8.36375
2000-05-13,6220,0.0,0.0,1.300801676,2.111335355,,6736.720985,112.25,12.530833333333334
2000-05-14,6221,0.0,0.0,1.203234637,5.45668879,,6922.064158,252.25,15.453333333333333
2000-05-15,6222,0.0,0.0,1.140837989,4.139282987,,7050.34159,240.0,12.772083333333335
2000-05-16,6223,10.87062835,12.49520257,1.178874302,1.296668773,6.4,6995.19299,68.29166666666667,7.811833333333333
2000-05-17,6224,24.46516603,3.698630137,2.430854749,1.054189421,,5340.703227,72.0,5.325583333333333
2000-05-18,6225,17.00308473,3.698630137,5.175653631,1.116979589,,3807.234397,63.083333333333336,5.444916666666667
2000-05-19,6226,8.70956319,3.698630137,3.863740223,1.679973791,,4431.157984,134.0,5.0921666666666665
2000-05-20,6227,10.21982892,3.698630137,3.256441341,1.39569296,,4788.18366,86.04166666666667,6.685875
2000-05-21,6228,3.99915855,3.698630137,4.599553073,1.355139207,,4101.301259,109.95833333333333,5.97025
2000-05-22,6229,0.5025888,3.698630137,3.189117318,4.217131194,,4794.986172,297.5833333333333,7.637333333333333
2000-05-23,6230,35.36007188,3.698630137,11.9222095,0.907614714,5.0,2311.334996,65.41666666666667,7.501124999999999
2000-05-24,6231,0.308992315,2.465753425,6.594611732,2.605809543,,3429.873231,185.16666666666666,6.2043333333333335
2000-05-25,6232,10.03438766,2.465753425,5.450530726,2.789859806,,3809.131039,213.75,5.931
2000-05-26,6233,25.83364389,2.465753425,8.001351955,1.287144315,,3183.300688,93.66666666666667,5.061375
2000-05-27,6234,3.096579095,2.465753425,8.543790503,2.474600833,,2968.428033,205.66666666666666,5.075208333333333
2000-05-28,6235,2.787362845,2.465753425,5.620223464,2.475155987,,3747.543614,182.20833333333334,4.9437500000000005
2000-05-29,6236,2.296510605,2.465753425,4.192567039,3.023052732,,4273.555566,308.5416666666667,6.686041666666667
2000-05-30,6237,0.308992315,2.465753425,3.404589385,4.114148642,6.2,4673.18357,285.7083333333333,7.550125
2000-05-31,6238,17.40556778,0.410958904,3.147963687,3.746668077,,4910.313684,202.25,8.557458333333333
2000-06-01,6239,22.06321164,0.410958904,8.048891061,0.838015642,,3154.562563,56.5,10.112916666666667
2000-06-02,6240,35.25377003,0.410958904,17.18846648,1.19383206,,1953.506159,77.625,10.507916666666667
2000-06-03,6241,12.69307839,0.410958904,13.20144134,1.202839005,,2373.759535,66.41666666666667,10.448333333333332
2000-06-04,6242,0.437108085,0.410958904,8.868896648,1.968971236,,2958.868203,136.91666666666666,8.383958333333334
2000-06-05,6243,0.0,0.0,5.840874302,4.46165923,,3675.021459,248.20833333333334,8.689541666666667
2000-06-06,6244,4.746039235,0.410958904,4.63577933,2.316139793,5.8,4093.735947,159.5,8.211708333333332
2000-06-07,6245,0.068083685,3.424657534,3.661793296,4.312796583,,4534.236142,252.20833333333334,9.181791666666667
2000-06-08,6246,0.0,0.0,3.08252514,4.244330423,,4870.155848,231.375,9.988583333333333
2000-06-09,6247,11.17986337,3.424657534,3.36147486,0.958451068,,4710.495257,64.375,7.3918333333333335
2000-06-10,6248,1.037759595,3.424657534,2.704248603,4.343491706,,5130.563575,266.4166666666667,8.618875000000001
2000-06-11,6249,4.73221856,3.424657534,2.390932961,3.275041913,,5393.071588,223.25,8.676708333333332
